descrizione,african,asian,caucasian,torso_dorsi_muscle,torso_pectoral_muscle,muscle,age,weight,height,proportions,breast_size,breast_firmness,vertical_position,gender,horizontal_distance,pointiness,breast_volume,nipple_size,nipple_point,face_head_fat,face_angle,face_oval,face_round,face_rectangular,face_square,face_triangular,face_invertedtriangular,face_diamond,face_age,torso_scale_depht,torso_scale_horizontally,torso_scale_vertically,torso_move_horizontally,torso_move_depht,torso_scale_cone_shape,fingers_distance,fingers_diameter,fingers_lenght,scale_hand,hand_position,neck_circum,neck_height,"('torso_scale_depht', 'torso_scale_horizontally', 'torso_scale_vertically', 'torso_move_horizontally', 'torso_move_depht', 'torso_scale_cone_shape')"
"Crea un uomo anziano, basso, con corporatura snella, etnia caucasica, e viso allungato.",0,0,100,0,0,40,68,60,160,50,30,50,0,2,0,0,0,0,0,40,40,30,0,0,0,0,0,0,0,0,0,0,0,0,0,40,50,40.0,40.0,40.0,30.0,40.0,50
"Genera un uomo giovane con pelle bianca, corpo atletico, mani grandi e collo muscoloso, età 25, peso 75kg, altezza 180cm.",0,0,100,60,60,60,25,75,180,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,30,0,0,0,0,0,0,0,0,0,60,40,50.0,65.0,50.0,70.0,50.0,50
"Genera una donna giovane con pelle bianca, viso ovale, busto tonico, età 22, peso 60kg, altezza 170cm.",0,0,100,40,50,65,22,60,170,50,50,50,0,0,0,0,0,0,0,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Genera una persona di genere neutro con pelle bianca, viso quadrato, età 30, peso 85kg, altezza 185cm.",0,0,100,0,0,50,30,85,185,50,0,50,0,1,0,0,0,0,0,40,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,40.0,50.0,50.0,50.0,50
"Genera un uomo adulto con pelle bianca, viso triangolare, corpo muscoloso età 35, peso 90kg, altezza 190cm.",0,0,100,80,80,80,35,90,190,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,50,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una donna adulta con pelle bianca, viso a forma di diamante, busto scolpito, età 28, peso 68kg, altezza 172cm.",0,0,100,80,80,80,28,68,172,50,50,50,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Genera una persona di genere neutro con pelle bianca, viso rettangolare, spalle larghe e vita snella, età 29, peso 78kg, altezza 180cm.",0,0,100,0,0,40,29,78,180,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,40.0,50.0,50.0,50.0,50
"Genera un uomo giovane con pelle bianca, viso rotondo, corpo scolpito e collo muscoloso, età 23, peso 72kg, altezza 175cm.",0,0,100,90,90,90,23,72,175,50,0,50,0,2,0,0,0,0,0,40,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,70.0,50.0,50
"Genera una donna adulta con pelle bianca, viso triangolare, busto snodato e vita sottile, età 33, peso 63kg, altezza 168cm.",0,0,100,0,0,50,33,63,168,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,50,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Genera una persona di genere neutro con pelle bianca, viso ovale, mani piccole, età 26, peso 68kg, altezza 178cm.",0,0,100,0,0,50,26,68,178,50,0,50,0,1,0,0,0,0,0,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,30.0,40.0,50.0,50.0,50
"Genera un uomo adulto con pelle bianca, viso quadrato, corpo scolpito e mani larghe, età 40, peso 95kg, altezza 188cm.",0,0,100,90,90,90,40,95,188,50,0,50,0,2,0,0,0,0,0,40,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Crea un uomo adulto con pelle bianca, corpo atletico e spalle larghe, età 30, peso 85kg, altezza 185cm.",0,0,100,60,60,60,30,85,185,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una donna giovane con pelle bianca, busto tonico, età 24, peso 62kg, altezza 170cm.",0,0,100,40,50,60,24,62,170,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Crea una persona di genere neutro con pelle bianca, muscoloso, mani grandi, età 28, peso 78kg, altezza 180cm.",0,0,100,80,80,80,28,78,180,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,65.0,50.0,50.0,50.0,50
"Genera un uomo giovane con pelle bianca, corpo muscoloso, età 27, peso 82kg, altezza 182cm.",0,0,100,80,80,80,27,82,182,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Crea una donna adulta con pelle bianca, busto scolpito, età 32, peso 65kg, altezza 172cm.",0,0,100,80,80,75,32,65,172,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Genera una persona di genere neutro con pelle bianca, busto tonico, età 29, peso 76kg, altezza 178cm.",0,0,100,0,0,50,29,76,178,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,40.0,50.0,50.0,50.0,50
"Crea un uomo adulto con pelle bianca, busto ampio, età 40, peso 95kg, altezza 190cm.",0,0,100,50,60,65,40,95,190,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una donna giovane con pelle bianca, età 23, peso 58kg, altezza 168cm.",0,0,100,0,0,50,23,58,168,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Crea una persona di genere neutro con pelle bianca, vita snella e mani proporzionate, età 26, peso 70kg, altezza 175cm.",0,0,100,0,0,50,26,70,175,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,40.0,50.0,50.0,50.0,50
"Genera un uomo giovane con pelle bianca, età 28, peso 80kg, altezza 180cm.",0,0,100,0,0,50,28,80,180,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Crea una donna adulta con pelle bianca, busto proporzionato, età 35, peso 66kg, altezza 170cm.",0,0,100,0,0,50,35,66,170,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Genera una persona di genere neutro con pelle bianca, corpo atletico e spalle ben definite, età 31, peso 77kg, altezza 178cm.",0,0,100,60,60,60,31,77,178,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,40.0,50.0,50.0,50.0,50
"Crea un uomo adulto con etnia caucasica, spalle larghe e corpo muscoloso, età 34, peso 90kg, altezza 188cm.",0,0,100,80,80,80,34,90,188,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una donna giovane con pelle bianca, busto proporzionato, età 25, peso 60kg, altezza 170cm.",0,0,100,0,0,50,25,60,170,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Crea una persona di genere neutro con etnia caucasica, busto scolpito e mani proporzionate, età 29, peso 75kg, altezza 178cm.",0,0,100,90,90,90,29,75,178,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,40.0,50.0,50.0,50.0,50
"Genera un uomo giovane con pelle chiara, corpo atletico, età 27, peso 85kg, altezza 185cm.",0,0,100,60,60,60,27,85,185,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Crea una donna adulta con etnia caucasica, busto tonico e vita snella, età 33, peso 64kg, altezza 172cm.",0,0,100,40,50,65,33,64,172,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Genera una persona di genere neutro con pelle bianca, età 30, peso 80kg, altezza 180cm.",0,0,100,0,0,50,30,80,180,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,40.0,50.0,50.0,50.0,50
"Genera una donna giovane con etnia caucasica,busto proporzionato, età 24, peso 58kg, altezza 168cm.",0,0,100,0,0,50,24,58,168,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Crea una persona di genere neutro con pelle chiara, busto scolpito, età 32, peso 78kg, altezza 178cm.",0,0,100,90,90,90,32,78,178,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,40.0,50.0,50.0,50.0,50
"Genera un uomo giovane con etnia caucasica, busto tonico e mani grandi, età 26, peso 80kg, altezza 180cm.",0,0,100,50,60,65,26,80,180,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,65.0,50.0,50.0,50.0,50
"Crea una donna adulta con pelle chiara, busto scolpito e vita proporzionata, età 36, peso 67kg, altezza 170cm.",0,0,100,80,80,90,36,67,170,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Genera una persona di genere neutro con etnia caucasica età 28, peso 76kg, altezza 177cm.",0,0,100,0,0,50,28,76,177,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,40.0,50.0,50.0,50.0,50
"Genera una donna giovane con pelle scura, busto snello e vita proporzionata, età 25, peso 60kg, altezza 162cm.",100,0,0,0,0,40,25,60,162,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Crea una persona di genere neutro con pelle chiara, corpo tonico e spalle definite, età 32, peso 75kg, altezza 170cm.",0,0,100,50,50,60,32,75,170,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,40.0,50.0,50.0,50.0,50
"Genera un uomo giovane con pelle chiara, mani grandi, età 28, peso 80kg, altezza 178cm.",0,0,100,0,0,50,28,80,178,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,65.0,50.0,50.0,50.0,50
"Crea una donna adulta con etnia asiatica, e busto tonico, età 36, peso 64kg, altezza 168cm.",0,100,0,40,50,60,36,64,168,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Genera una persona di genere neutro con pelle olivastra, busto scolpito e mani lunghe, età 34, peso 73kg, altezza 175cm.",40,40,20,90,90,90,34,73,175,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,65.0,50.0,50.0,50.0,50.0,50
"Crea un uomo adulto con pelle scura, spalle larghe, età 42, peso 92kg, altezza 185cm.",100,0,0,50,60,65,42,92,185,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Genera una donna giovane con pelle chiara, busto proporzionato, età 27, peso 59kg, altezza 164cm.",0,0,100,0,0,50,27,59,164,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Crea una persona di genere neutro con etnia africana, corpo atletico, età 29, peso 76kg, altezza 173cm.",100,0,0,60,60,60,29,76,173,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,40.0,50.0,50.0,50.0,50
"Genera un uomo giovane con pelle chiara, corpo snello e spalle larghe, età 26, peso 72kg, altezza 180cm.",0,0,100,0,0,40,26,72,180,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Crea una persona di genere neutro con pelle olivastra, vita snella e braccia atletiche, età 30, peso 74kg, altezza 176cm.",30,30,40,0,0,40,30,74,176,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,40.0,50.0,50.0,50.0,50
"Genera una donna adulta con pelle chiara, busto snello e mani affusolate, età 34, peso 62kg, altezza 168cm.",0,0,100,0,0,40,34,62,168,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Genera un uomo adulto con pelle scura, busto ampio, età 38, peso 88kg, altezza 182cm.",100,0,0,50,60,80,38,88,182,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Crea una persona di genere neutro con pelle chiara, busto scolpito, età 28, peso 78kg, altezza 175cm.",0,0,100,90,90,90,28,78,175,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,40.0,50.0,50.0,50.0,50
"Genera una donna giovane con pelle scura, busto proporzionato e vita tonica, età 26, peso 61kg, altezza 165cm.",100,0,0,0,0,45,26,61,165,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Genera un uomo giovane con pelle chiara,mani grandi, età 29, peso 82kg, altezza 185cm.",0,0,100,0,0,50,29,82,185,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Crea una persona di genere neutro con pelle olivastra, corpo atletico e spalle ampie, età 31, peso 79kg, altezza 178cm.",40,40,20,60,60,60,31,79,178,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,40.0,50.0,50.0,50.0,50
"Genera una donna adulta con pelle chiara, busto scolpito e mani delicate, età 37, peso 66kg, altezza 170cm.",0,0,100,80,80,90,37,66,170,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Genera un uomo adulto con pelle olivastra, busto ampio, età 40, peso 90kg, altezza 188cm.",40,30,30,50,60,85,40,90,188,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Crea una persona di genere neutro con pelle scura, busto scolpito e vita proporzionata, età 33, peso 76kg, altezza 174cm.",100,0,0,90,90,90,33,76,174,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,40.0,50.0,50.0,50.0,50
"Crea una persona di genere neutro con etnia africana, muscolatura tonica, età 30, peso 78kg, altezza 175cm.",100,0,0,50,50,70,30,78,175,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,40.0,50.0,50.0,50.0,50
"Crea un uomo adulto con etnia asiatica, muscolatura scolpita, età 38, peso 85kg, altezza 180cm.",0,100,0,90,90,90,38,85,180,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Crea una donna giovane con etnia caucasica, muscolatura proporzionata, età 24, peso 60kg, altezza 165cm.",0,0,100,0,0,50,24,60,165,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Crea una persona di genere neutro con etnia europea, muscolatura atletica, età 32, peso 77kg, altezza 178cm.",0,0,100,60,60,60,32,77,178,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,40.0,50.0,50.0,50.0,50
"Crea un uomo giovane con etnia africana, muscolatura possente, età 27, peso 90kg, altezza 185cm.",100,0,0,90,90,90,27,90,185,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Crea una donna adulta con etnia asiatica, muscolatura snella, età 35, peso 62kg, altezza 170cm.",0,100,0,0,0,40,35,62,170,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Crea una persona di genere neutro con etnia caucasica, muscolatura definita, età 29, peso 74kg, altezza 175cm.",0,0,100,70,70,70,29,74,175,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,40.0,50.0,50.0,50.0,50
"Crea un uomo adulto con etnia europea, muscolatura imponente, età 40, peso 95kg, altezza 190cm.",0,0,100,90,90,90,40,95,190,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Crea una donna giovane con etnia africana, muscolatura scolpita, età 28, peso 68kg, altezza 172cm.",100,0,0,90,90,90,28,68,172,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Crea una persona di genere neutro con etnia asiatica, muscolatura snella e tonica, età 31, peso 71kg, altezza 176cm.",0,100,0,0,0,40,31,71,176,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,40.0,50.0,50.0,50.0,50
"Crea una donna snella di pelle chiara, età 25, peso 55kg, altezza 165cm.",0,0,100,0,0,40,25,55,165,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Crea un uomo robusto di pelle scura, età 35, peso 100kg, altezza 185cm.",100,0,0,0,0,30,35,100,185,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Crea una persona di genere neutro snella di pelle media, età 30, peso 70kg, altezza 175cm.",50,50,50,0,0,40,30,70,175,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,40.0,50.0,50.0,50.0,50
"Crea un uomo snello di pelle chiara, età 22, peso 65kg, altezza 178cm.",0,0,100,30,30,65,22,65,178,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,40.0,50.0,50.0,50.0,50
"Crea una persona di genere neutro robusta di pelle scura, età 33, peso 95kg, altezza 180cm.",100,0,0,0,0,30,33,95,180,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Crea una donna snella di pelle abbronzata, età 28, peso 60kg, altezza 167cm.",70,0,30,0,0,40,28,60,167,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Crea un uomo robusto di pelle chiara, età 45, peso 110kg, altezza 190cm.",0,0,100,0,0,30,45,110,190,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Crea una donna robusta di pelle scura, età 36, peso 92kg, altezza 175cm.",100,0,0,0,0,30,36,92,175,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Crea un uomo giovane con pelle media, muscolatura scolpita, età 25, peso 75kg, altezza 178cm.",50,50,50,90,90,90,25,75,178,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,45.0,50.0,50.0,50.0,50
"Crea una persona di genere neutro con pelle chiara, corpo atletico e vita proporzionata, età 31, peso 74kg, altezza 177cm.",0,0,100,60,60,60,31,74,177,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,40.0,50.0,50.0,50.0,50
"Crea un uomo giovane con pelle media, muscolatura scolpita, età 25, peso 75kg, altezza 178cm.",50,50,50,90,90,90,25,75,178,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,45.0,50.0,50.0,50.0,50
"Crea una donna adulta con pelle chiara, corpo atletico, età 30, peso 68kg, altezza 170cm.",0,0,100,60,60,60,30,68,170,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Crea una persona di genere neutro con pelle scura, corpo snello e busto proporzionato, età 29, peso 70kg, altezza 175cm.",100,0,0,0,0,40,29,70,175,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,40.0,50.0,50.0,50.0,50
"Crea un uomo adulto con pelle chiara,busto muscoloso, età 35, peso 88kg, altezza 185cm.",0,0,100,80,80,80,35,88,185,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Crea una donna giovane con pelle media, vita snella, età 26, peso 60kg, altezza 165cm.",50,50,50,0,0,40,26,60,165,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Crea una persona di genere neutro con pelle chiara, corpo atletico e vita proporzionata, età 31, peso 74kg, altezza 177cm.",0,0,100,60,60,60,31,74,177,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,40.0,50.0,50.0,50.0,50
"Crea un uomo adulto con pelle media, corporatura muscolosa, età 40, peso 85kg, altezza 180cm.",50,50,50,80,80,80,40,85,180,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,50.0,45.0,50.0,50.0,50.0,50
"Crea una donna adulta con pelle scura, vita proporzionata, età 34, peso 65kg, altezza 168cm.",100,0,0,0,0,50,34,65,168,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Crea una persona giovane con pelle media, corpo snello e busto proporzionato, età 22, peso 68kg, altezza 170cm.",50,50,50,0,0,40,22,68,170,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,40.0,50.0,50.0,50.0,50
"Crea un uomo giovane con pelle scura, muscolatura scolpita, età 28, peso 80kg, altezza 182cm.",100,0,0,90,90,90,28,80,182,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,50.0,45.0,50.0,50.0,50.0,50
"Crea un uomo snello di pelle media, 24 anni, peso 68kg, altezza 175cm.",50,50,50,0,0,40,24,68,175,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,40.0,50.0,50.0,50.0,50
"Crea una donna robusta di pelle chiara, età 38, peso 90kg, altezza 172cm.",0,0,100,0,0,30,38,90,172,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Crea una persona di genere neutro snella con pelle chiara, 29 anni, peso 62kg, altezza 168cm.",0,0,100,0,0,40,29,62,168,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,40.0,50.0,50.0,50.0,50
"Crea un uomo robusto di pelle scura, età 42, peso 105kg, altezza 185cm.",100,0,0,0,0,30,42,105,185,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Crea una donna muscolosa di pelle media, 32 anni, peso 75kg, altezza 170cm.",50,50,50,70,70,70,32,75,170,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Crea una persona giovane di genere neutro con pelle chiara e muscolatura scolpita, età 27, peso 78kg, altezza 180cm.",0,0,100,90,90,90,27,78,180,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,40.0,50.0,50.0,50.0,50
"Crea un uomo muscoloso di pelle media, 30 anni, peso 85kg, altezza 182cm.",50,50,50,80,80,80,30,85,182,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,50.0,45.0,50.0,50.0,50.0,50
"Crea una donna snella di pelle chiara, età 23, peso 58kg, altezza 165cm.",0,0,100,0,0,40,23,58,165,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Crea una persona adulta di genere neutro robusta di pelle scura, 37 anni, peso 100kg, altezza 185cm.",100,0,0,0,0,30,37,100,185,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,50.0,45.0,50.0,50.0,50.0,50
"Crea un uomo snello di pelle chiara, 28 anni, peso 67kg, altezza 177cm.",0,0,100,0,0,40,28,67,177,50,0,50,0,2,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,50.0,40.0,50.0,50.0,50.0,50
"Crea una donna atletica di pelle media, età 35, peso 68kg, altezza 172cm.",50,50,50,60,60,60,35,68,172,50,50,50,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,40.0,40.0,40.0,50.0,50.0,50
"Crea una persona giovane di genere neutro muscolosa di pelle scura, 26 anni, peso 80kg, altezza 178cm.",100,0,0,80,80,80,26,80,178,50,0,50,0,1,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,40,50.0,45.0,50.0,50.0,50.0,50
